noESCO,ESCOskill,noESCO_percentage,ESCOskill_percentage,cooccurrence_count
actionscript-3,flash,0.05,0.03,13
flake8,python,0.0,4.26,1
flake8,directory,0.0,0.05,1
nativescript,typescript,0.0,0.59,1
nativescript,angular,0.0,0.73,1
.net-4.5,c#,0.0,3.64,1
my.cnf,.net,0.0,0.86,1
my.cnf,mysql,0.0,0.79,1
ruby-on-rails-3.1,arel,0.01,0.0,2
touch,c#,0.01,3.64,1
touch,javascript,0.01,5.15,4
line-breaks,ios,0.01,1.69,1
file-upload,file,0.02,0.16,1
file-upload,java,0.02,4.62,2
file-upload,php,0.02,3.05,1
file-upload,c#,0.02,3.64,1
file-upload,.net,0.02,0.86,1
file-upload,wordpress,0.02,0.12,2
file-upload,production,0.02,0.01,2
layout-inflater,android,0.0,3.02,1
textcolor,android,0.0,3.02,2
reactive,angular,0.0,0.73,1
angular-reactive-forms,angular,0.01,0.73,3
angular-reactive-forms,forms,0.01,0.08,2
doctrine,php,0.03,3.05,10
doctrine,javascript,0.03,5.15,1
doctrine,postgresql,0.03,0.32,1
doctrine,entity,0.03,0.01,2
namespaces,c++,0.01,1.77,1
namespaces,php,0.01,3.05,2
namespaces,javascript,0.01,5.15,1
namespaces,css,0.01,1.46,1
xampp,php,0.01,3.05,4
xampp,angular,0.01,0.73,1
xampp,apache,0.01,0.07,1
android-emulator,android,0.04,3.02,14
android-emulator,sql,0.04,0.59,1
android-emulator,mysql,0.04,0.79,1
android-emulator,asp.net,0.04,0.39,1
android-emulator,repo,0.04,0.0,2
sprite-kit,swift,0.02,0.83,3
sprite-kit,ios,0.02,1.69,7
sprite-kit,objective-c,0.02,0.56,3
simpledateformat,java,0.0,4.62,2
simpledateformat,ios,0.0,1.69,1
simpledateformat,utc,0.0,0.01,1
traits,rust,0.01,0.14,3
build.gradle,python,0.01,4.26,2
build.gradle,android,0.01,3.02,5
build.gradle,css,0.01,1.46,1
gradle-kotlin-dsl,android,0.0,3.02,1
dbeaver,sql,0.0,0.59,1
iframe,c++,0.02,1.77,2
iframe,php,0.02,3.05,1
iframe,javascript,0.02,5.15,2
iframe,css,0.02,1.46,2
c#-8.0,c++,0.01,1.77,3
c#-8.0,c#,0.01,3.64,6
switch-expression,c#,0.0,3.64,1
instanceof,php,0.0,3.05,2
switch-statement,arrays,0.03,0.5,3
switch-statement,java,0.03,4.62,3
switch-statement,php,0.03,3.05,2
switch-statement,c#,0.03,3.64,3
imagemagick,python,0.01,4.26,1
imagemagick,php,0.01,3.05,1
imagemagick,javascript,0.01,5.15,1
imagemagick,image,0.01,0.11,1
imagemagick,split,0.01,0.01,1
credentials,c#,0.0,3.64,1
sapui5,javascript,0.01,5.15,4
sapui5,sql,0.01,0.59,1
sapui5,postgresql,0.01,0.32,1
boolean,string,0.01,0.39,1
boolean,java,0.01,4.62,3
boolean,c#,0.01,3.64,3
gson,java,0.02,4.62,7
qml,c++,0.02,1.77,2
qml,java,0.02,4.62,1
qml,android,0.02,3.02,2
slider,javascript,0.0,5.15,1
titlebar,java,0.0,4.62,1
titlebar,android,0.0,3.02,1
time-series,python,0.0,4.26,1
plone,python,0.01,4.26,1
plone,postgresql,0.01,0.32,1
plone,ansible,0.01,0.07,3
plone-4.x,postgresql,0.0,0.32,1
ui-thread,android,0.0,3.02,1
ui-thread,handler,0.0,0.0,1
.net-3.5,c#,0.0,3.64,1
git-commit,python,0.0,4.26,1
git-commit,git,0.0,0.68,2
maven-surefire-plugin,java,0.0,4.62,1
maven-surefire-plugin,maven,0.0,0.22,1
rubygems,ruby,0.02,0.42,5
rubygems,git,0.02,0.68,1
webpack-dev-server,javascript,0.0,5.15,1
getelementbyid,javascript,0.0,5.15,1
lodash,javascript,0.01,5.15,3
lodash,git,0.01,0.68,1
command-line-arguments,java,0.01,4.62,1
command-line-arguments,php,0.01,3.05,1
command-line-arguments,scala,0.01,0.27,1
command-line-arguments,go,0.01,0.21,2
python-requests,python,0.02,4.26,5
python-requests,javascript,0.02,5.15,1
python-requests,curl,0.02,0.06,2
android-alertdialog,android,0.01,3.02,6
android-alertdialog,text,0.01,0.04,1
tornado,python,0.01,4.26,3
tornado,windows,0.01,0.33,2
tornado,android,0.01,3.02,1
tornado,erlang,0.01,0.04,1
predicate,ios,0.0,1.69,1
f#,c++,0.05,1.77,1
f#,java,0.05,4.62,1
f#,c#,0.05,3.64,8
f#,.net,0.05,0.86,2
f#,list,0.05,0.14,4
f#,ruby,0.05,0.42,1
f#,haskell,0.05,0.14,4
f#,linq,0.05,0.1,1
random-forest,python,0.0,4.26,1
random-forest,r,0.0,0.56,1
xcode9,swift,0.01,0.83,3
xcode9,ios,0.01,1.69,4
notepad++,python,0.01,4.26,1
notepad++,c,0.01,0.65,1
notepad++,excel,0.01,0.18,1
notepad++,algorithm,0.01,0.16,1
notepad++,eclipse,0.01,0.32,1
formatter,eclipse,0.0,0.32,1
eclipse-cdt,eclipse,0.0,0.32,1
eclipse-plugin,eclipse,0.0,0.32,1
icons,java,0.01,4.62,1
icons,android,0.01,3.02,2
icons,c#,0.01,3.64,1
osx-mavericks,java,0.0,4.62,1
osx-mavericks,eclipse,0.0,0.32,1
gunicorn,python,0.0,4.26,1
zope,python,0.02,4.26,3
zope,ansible,0.02,0.07,3
zope,image,0.02,0.11,3
svg.js,javascript,0.0,5.15,1
angular6,angular,0.02,0.73,8
rxjs,javascript,0.02,5.15,1
rxjs,typescript,0.02,0.59,4
rxjs,angular,0.02,0.73,7
python-asyncio,python,0.04,4.26,16
mpandroidchart,java,0.0,4.62,1
mpandroidchart,android,0.0,3.02,1
vue-router,javascript,0.02,5.15,5
playframework,java,0.02,4.62,4
playframework,android,0.02,3.02,2
playframework,scala,0.02,0.27,4
playframework,configuration,0.02,0.05,1
perforce,jenkins,0.0,0.11,1
cgi,python,0.01,4.26,3
cgi,perl,0.01,0.07,1
ecmascript-6,java,0.04,4.62,1
ecmascript-6,javascript,0.04,5.15,13
ecmascript-6,angular,0.04,0.73,2
ecmascript-6,promise,0.04,0.03,1
ocaml,file,0.03,0.16,3
ocaml,java,0.03,4.62,3
ocaml,javascript,0.03,5.15,1
ocaml,sql,0.03,0.59,2
ocaml,list,0.03,0.14,1
ocaml,postgresql,0.03,0.32,2
ocaml,scala,0.03,0.27,1
ocaml,swift,0.03,0.83,1
ocaml,coq,0.03,0.01,2
microsoft-teams,python,0.01,4.26,4
microsoft-teams,c#,0.01,3.64,1
vue-component,javascript,0.01,5.15,1
winmerge,mysql,0.0,0.79,1
exists,mysql,0.0,0.79,1
sharedpreferences,android,0.0,3.02,2
sharedpreferences,screen,0.0,0.01,1
eloquent,php,0.04,3.05,13
eloquent,javascript,0.04,5.15,2
eloquent,mysql,0.04,0.79,3
mbstring,php,0.0,3.05,1
wcf,c#,0.02,3.64,8
wcf,.net,0.02,0.86,2
wcf,asp.net,0.02,0.39,2
tdd,python,0.03,4.26,2
tdd,java,0.03,4.62,1
tdd,android,0.03,3.02,3
tdd,c#,0.03,3.64,1
tdd,.net,0.03,0.86,2
tdd,testing,0.03,0.09,5
tdd,meteor,0.03,0.08,4
tdd,rack,0.03,0.01,4
junit4,java,0.01,4.62,2
junit4,android,0.01,3.02,1
swiftui,java,0.07,4.62,1
swiftui,swift,0.07,0.83,20
swiftui,ios,0.07,1.69,22
swiftui,xcode,0.07,0.42,1
swiftui,logging,0.07,0.07,1
swiftui,binding,0.07,0.02,1
swiftui,state,0.07,0.01,1
swiftui,init,0.07,0.0,1
swiftui,position,0.07,0.01,3
webserver,python,0.01,4.26,3
webserver,string,0.01,0.39,3
webserver,swift,0.01,0.83,1
webserver,port,0.01,0.01,1
fluent-assertions,c#,0.01,3.64,3
xunit,c#,0.02,3.64,6
clickhouse,erlang,0.0,0.04,1
viewport-units,css,0.0,1.46,1
git-diff,java,0.01,4.62,1
git-diff,git,0.01,0.68,5
passwords,c++,0.02,1.77,2
passwords,android,0.02,3.02,1
passwords,excel,0.02,0.18,1
passwords,mysql,0.02,0.79,3
passwords,security,0.02,0.06,2
passwords,root,0.02,0.01,3
xctest,swift,0.01,0.83,1
xctest,ios,0.01,1.69,1
xctest,objective-c,0.01,0.56,1
xctest,xcode,0.01,0.42,2
calendar,java,0.02,4.62,11
calendar,android,0.02,3.02,1
calendar,php,0.02,3.05,2
calendar,date,0.02,0.12,1
calendar,validation,0.02,0.05,4
pytorch,python,0.03,4.26,15
pytorch,java,0.03,4.62,2
pytorch,io,0.03,0.03,1
shopware,php,0.0,3.05,1
shopware,email,0.0,0.06,1
spannablestring,android,0.0,3.02,1
facebook-graph-api,php,0.02,3.05,2
facebook-graph-api,javascript,0.02,5.15,2
sling,java,0.0,4.62,2
sling,aem,0.0,0.0,2
content-type,php,0.01,3.05,1
content-type,javascript,0.01,5.15,1
xpages-ssjs,java,0.0,4.62,1
android-theme,android,0.01,3.02,4
deprecated,java,0.01,4.62,2
deprecated,angular,0.01,0.73,1
angular-resolver,angular,0.0,0.73,1
kibana,javascript,0.01,5.15,1
logstash,shell,0.02,0.18,3
uint32,c++,0.0,1.77,1
uint32,c,0.0,0.65,1
redis-server,c#,0.0,3.64,1
redis-server,redis,0.0,0.05,1
getstream-io,python,0.0,4.26,1
binary-tree,c++,0.0,1.77,1
binary-tree,algorithm,0.0,0.16,2
jsx,typescript,0.01,0.59,1
garbage-collection,erlang,0.0,0.04,1
memory-management,python,0.01,4.26,2
memory-management,c++,0.01,1.77,1
memory-management,c,0.01,0.65,2
memory-management,erlang,0.01,0.04,1
cordova,java,0.06,4.62,3
cordova,android,0.06,3.02,8
cordova,javascript,0.06,5.15,7
cordova,git,0.06,0.68,1
cordova,swift,0.06,0.83,2
cordova,angular,0.06,0.73,1
cordova,ios,0.06,1.69,2
cordova,xcode,0.06,0.42,2
cordova,ant,0.06,0.02,1
serde,rust,0.0,0.14,1
vsto,c#,0.01,3.64,5
vsto,excel,0.01,0.18,4
telegram,python,0.02,4.26,5
telegram,php,0.02,3.05,1
telegram,api,0.02,0.05,1
telegram-bot,python,0.01,4.26,4
telegram-bot,php,0.01,3.05,1
bootstrap-4,javascript,0.02,5.15,1
bootstrap-4,css,0.02,1.46,3
bootstrap-4,angular,0.02,0.73,1
mojo,java,0.0,4.62,1
abbreviation,java,0.0,4.62,1
internationalization,python,0.02,4.26,3
internationalization,android,0.02,3.02,2
internationalization,javascript,0.02,5.15,3
internationalization,ruby,0.02,0.42,1
django-class-based-views,python,0.0,4.26,2
zend-cache,php,0.0,3.05,1
app-store,swift,0.01,0.83,1
app-store,ios,0.01,1.69,2
app-store,xcode,0.01,0.42,1
angular-material,c#,0.03,3.64,1
angular-material,javascript,0.03,5.15,2
angular-material,typescript,0.03,0.59,1
angular-material,algorithm,0.03,0.16,3
angular-material,angular,0.03,0.73,9
angular-material,go,0.03,0.21,3
angular-cli,javascript,0.03,5.15,2
angular-cli,angular,0.03,0.73,12
sybase,sql,0.0,0.59,1
mediawiki,php,0.0,3.05,1
wikipedia-api,php,0.01,3.05,1
keypress,typescript,0.0,0.59,1
keypress,angular,0.0,0.73,1
maya,python,0.0,4.26,1
pymel,python,0.0,4.26,1
ipad,ios,0.02,1.69,4
ipad,objective-c,0.02,0.56,3
delphi-6,c#,0.0,3.64,1
wicket,java,0.01,4.62,3
wicket,ajax,0.01,0.1,1
rename,sql,0.02,0.59,1
rename,git,0.02,0.68,2
rename,oracle,0.02,0.06,1
rename,xcode,0.02,0.42,2
rename,ide,0.02,0.02,2
remote-branch,android,0.0,3.02,1
remote-branch,git,0.0,0.68,1
jsoup,python,0.01,4.26,1
jsoup,java,0.01,4.62,3
jsoup,spring,0.01,0.64,2
git-stash,php,0.01,3.05,1
git-stash,c#,0.01,3.64,4
git-stash,git,0.01,0.68,6
cocoapods,ios,0.02,1.69,8
cocoapods,objective-c,0.02,0.56,2
documentum,java,0.0,4.62,1
dynamics-crm,php,0.02,3.05,3
dynamics-crm,c#,0.02,3.64,8
dynamics-crm,javascript,0.02,5.15,2
biopython,python,0.01,4.26,4
posix,c,0.02,0.65,5
posix,linux,0.02,0.58,5
posix,shell,0.02,0.18,1
program-entry-point,c,0.0,0.65,1
program-entry-point,c#,0.0,3.64,1
r-leaflet,r,0.0,0.56,1
sikuli,python,0.0,4.26,1
sikuli,sql,0.0,0.59,1
android-appcompat,vector,0.02,0.03,1
android-appcompat,android,0.02,3.02,7
android-coordinatorlayout,android,0.0,3.02,1
asp.net-identity,asp.net,0.01,0.39,1
frp,haskell,0.0,0.14,1
yampa,haskell,0.0,0.14,1
microservices,java,0.02,4.62,1
microservices,c#,0.02,3.64,2
microservices,redis,0.02,0.05,2
microservices,architecture,0.02,0.02,3
apk,java,0.01,4.62,1
apk,android,0.01,3.02,1
clipboard,windows,0.01,0.33,1
clipboard,java,0.01,4.62,1
clipboard,javascript,0.01,5.15,2
clipboard,copy,0.01,0.02,1
webdriver-io,javascript,0.01,5.15,3
facebook-like,ajax,0.0,0.1,1
xamarin.android,android,0.01,3.02,1
xamarin.android,c#,0.01,3.64,4
visualization,php,0.01,3.05,2
visualization,r,0.01,0.56,1
visualization,mysql,0.01,0.79,2
visualization,git,0.01,0.68,1
oracle-adf,java,0.0,4.62,1
jdeveloper,java,0.0,4.62,1
css-shapes,css,0.02,1.46,7
css-shapes,border,0.02,0.02,4
css-shapes,drawing,0.02,0.01,1
elisp,shell,0.02,0.18,2
elisp,configuration,0.02,0.05,1
elisp,editor,0.02,0.02,2
kendo-ui,c#,0.03,3.64,4
kendo-ui,javascript,0.03,5.15,4
kendo-ui,angular,0.03,0.73,5
kendo-grid,c#,0.01,3.64,4
kendo-grid,angular,0.01,0.73,1
deep-learning,python,0.03,4.26,6
deep-learning,c++,0.03,1.77,1
deep-learning,angular,0.03,0.73,3
deep-learning,video,0.03,0.05,1
fractals,css,0.0,1.46,1
fractals,algorithm,0.0,0.16,1
sql-order-by,php,0.01,3.05,1
sql-order-by,sql,0.01,0.59,1
sql-order-by,mysql,0.01,0.79,2
create-react-app,php,0.01,3.05,2
create-react-app,git,0.01,0.68,1
code-coverage,c++,0.01,1.77,1
code-coverage,android,0.01,3.02,1
code-coverage,c#,0.01,3.64,1
code-coverage,testing,0.01,0.09,1
gcov,c++,0.01,1.77,1
gcov,linux,0.01,0.58,2
gcov,profile,0.01,0.0,1
retrofit,android,0.02,3.02,9
xunit.net,android,0.0,3.02,1
xunit.net,c#,0.0,3.64,1
datatable,c#,0.0,3.64,1
datatable,excel,0.0,0.18,1
realm,java,0.03,4.62,1
realm,android,0.03,3.02,6
realm,c#,0.03,3.64,1
realm,.net,0.03,0.86,1
realm,swift,0.03,0.83,3
realm,ios,0.03,1.69,6
tcpdf,javascript,0.0,5.15,1
tcpdf,css,0.0,1.46,1
vibration,android,0.0,3.02,1
safari,javascript,0.02,5.15,5
safari,css,0.02,1.46,4
fonts,android,0.05,3.02,4
fonts,php,0.05,3.05,2
fonts,css,0.05,1.46,9
fonts,angular,0.05,0.73,1
fonts,ios,0.05,1.69,2
fonts,latex,0.05,0.05,1
fonts,typography,0.05,0.0,1
session-cookies,python,0.01,4.26,1
session-cookies,erlang,0.01,0.04,3
django-authentication,python,0.0,4.26,1
asp.net-core-1.0,c#,0.01,3.64,3
asp.net-core-mvc,c#,0.02,3.64,3
asp.net-core-mvc,javascript,0.02,5.15,4
asp.net-core-mvc,asp.net,0.02,0.39,1
date-format,javascript,0.0,5.15,1
date-format,date,0.0,0.12,1
android-fragments,python,0.09,4.26,2
android-fragments,java,0.09,4.62,1
android-fragments,android,0.09,3.02,41
relational-database,python,0.0,4.26,1
jpeg,java,0.01,4.62,2
jpeg,javascript,0.01,5.15,1
jpeg,mysql,0.01,0.79,1
jpeg,module,0.01,0.03,1
jpeg,image,0.01,0.11,2
roxygen,r,0.0,0.56,1
roxygen,documentation,0.0,0.03,1
log4j2,java,0.01,4.62,3
log4j2,logging,0.01,0.07,1
git-rm,git,0.0,0.68,1
delphi-2010,javascript,0.01,5.15,1
ms-word,php,0.0,3.05,1
ms-word,c#,0.0,3.64,1
vscode-extensions,c++,0.01,1.77,1
vscode-extensions,javascript,0.01,5.15,4
couchbase,java,0.01,4.62,2
couchbase,javascript,0.01,5.15,1
couchbase,database,0.01,0.15,1
dot.js,javascript,0.0,5.15,1
dot.js,css,0.0,1.46,1
anaconda,python,0.02,4.26,9
anaconda,pip,0.02,0.1,1
anaconda,conda,0.02,0.01,2
gruntjs,javascript,0.02,5.15,8
gruntjs,.net,0.02,0.86,1
gruntjs,css,0.02,1.46,1
gruntjs,angular,0.02,0.73,1
gruntjs,meteor,0.02,0.08,1
gruntjs,copy,0.02,0.02,1
yarnpkg,javascript,0.02,5.15,4
yarnpkg,typescript,0.02,0.59,4
yarnpkg,swift,0.02,0.83,3
git-push,git,0.0,0.68,2
grep,python,0.02,4.26,2
grep,linux,0.02,0.58,3
grep,javascript,0.02,5.15,1
grep,shell,0.02,0.18,1
grep,postgresql,0.02,0.32,1
grep,terminal,0.02,0.05,2
grep,text,0.02,0.04,2
zend-framework2,arrays,0.03,0.5,1
zend-framework2,php,0.03,3.05,14
zend-framework2,javascript,0.03,5.15,2
fedora,c++,0.01,1.77,1
fedora,linux,0.01,0.58,4
fedora,ant,0.01,0.02,1
google-cloud-firestore,python,0.03,4.26,2
google-cloud-firestore,angular,0.03,0.73,3
python-imaging-library,python,0.02,4.26,9
python-imaging-library,image,0.02,0.11,1
pseudo-class,css,0.0,1.46,1
attributes,c#,0.0,3.64,2
attributes,parameters,0.0,0.04,1
angular-ui,python,0.01,4.26,2
group-by,php,0.01,3.05,2
group-by,mysql,0.01,0.79,2
group-by,average,0.01,0.0,1
syntax,python,0.02,4.26,4
syntax,c#,0.02,3.64,3
syntax,.net,0.02,0.86,2
syntax,go,0.02,0.21,3
syntax,operators,0.02,0.0,1
iso8601,php,0.01,3.05,4
iso8601,perl,0.01,0.07,1
karma-runner,javascript,0.01,5.15,2
karma-runner,typescript,0.01,0.59,2
karma-runner,angular,0.01,0.73,1
debug-symbols,ios,0.0,1.69,1
debug-symbols,xcode,0.0,0.42,1
vuex,javascript,0.0,5.15,2
u-boot,linux,0.0,0.58,1
docker-container,linux,0.0,0.58,1
uibutton,swift,0.01,0.83,2
uibutton,ios,0.01,1.69,3
uibutton,xcode,0.01,0.42,1
r-markdown,r,0.02,0.56,11
r-markdown,surface,0.02,0.0,1
parameter-passing,curl,0.01,0.06,5
windows-phone-7,c#,0.05,3.64,14
windows-phone-7,javascript,0.05,5.15,1
windows-phone-7,.net,0.05,0.86,2
windows-phone-7,ios,0.05,1.69,4
beta,xcode,0.0,0.42,1
requirements.txt,python,0.0,4.26,2
requirements.txt,pip,0.0,0.1,2
spring-data-couchbase,java,0.0,4.62,1
noclassdeffounderror,java,0.01,4.62,1
noclassdeffounderror,android,0.01,3.02,2
noclassdeffounderror,adt,0.01,0.01,1
hasownproperty,javascript,0.0,5.15,1
hasownproperty,object,0.0,0.02,1
cpu-cores,java,0.0,4.62,1
ipv6,flash,0.0,0.03,1
mocking,python,0.02,4.26,3
mocking,java,0.02,4.62,4
mocking,testing,0.02,0.09,1
pycrypto,python,0.01,4.26,3
pycrypto,pip,0.01,0.1,2
pycrypto,encryption,0.01,0.04,1
delphi-7,windows,0.01,0.33,1
radio-button,android,0.01,3.02,3
radio-button,javascript,0.01,5.15,1
radio-button,angular,0.01,0.73,1
radio-button,forms,0.01,0.08,1
dagger-2,android,0.02,3.02,9
dagger-hilt,android,0.0,3.02,1
vmware,mount,0.0,0.0,1
android-ndk,java,0.02,4.62,1
android-ndk,android,0.02,3.02,9
initialization,c++,0.02,1.77,2
initialization,arrays,0.02,0.5,2
initialization,c,0.02,0.65,4
initialization,c#,0.02,3.64,5
initialization,dictionary,0.02,0.12,4
log4j,java,0.0,4.62,2
binary,python,0.02,4.26,2
binary,file,0.02,0.16,1
binary,javascript,0.02,5.15,5
binary,git,0.02,0.68,1
binary,compression,0.02,0.03,1
binary,system,0.02,0.01,3
localization,java,0.02,4.62,1
localization,android,0.02,3.02,1
localization,javascript,0.02,5.15,3
localization,ios,0.02,1.69,2
localization,objective-c,0.02,0.56,1
android-softkeyboard,android,0.01,3.02,4
scp,python,0.0,4.26,1
scp,port,0.0,0.01,1
graphing,python,0.0,4.26,1
gnuplot,python,0.01,4.26,1
gnuplot,c,0.01,0.65,3
gnuplot,java,0.01,4.62,3
gnuplot,latex,0.01,0.05,1
twitter-bootstrap-3,c#,0.04,3.64,1
twitter-bootstrap-3,css,0.04,1.46,7
twitter-bootstrap-3,photoshop,0.04,0.0,1
twitter-bootstrap-3,less,0.04,0.01,4
file-association,c#,0.0,3.64,1
file-association,process,0.0,0.03,1
xmlhttprequest,c++,0.02,1.77,1
xmlhttprequest,javascript,0.02,5.15,6
kubectl,python,0.04,4.26,1
kubectl,java,0.04,4.62,1
kubectl,c#,0.04,3.64,2
kubectl,jenkins,0.04,0.11,2
delete-directory,java,0.01,4.62,4
delete-directory,repair,0.01,0.0,1
developer-tools,debugging,0.0,0.1,1
newline,python,0.02,4.26,1
newline,c++,0.02,1.77,2
newline,php,0.02,3.05,1
newline,c#,0.02,3.64,4
newline,shell,0.02,0.18,2
newline,asp.net,0.02,0.39,1
newline,replace,0.02,0.01,1
geodjango,python,0.0,4.26,1
azure-functions,java,0.01,4.62,2
azure-functions,c#,0.01,3.64,3
alamofire,swift,0.0,0.83,1
alamofire,ios,0.0,1.69,1
putimagedata,javascript,0.0,5.15,1
putimagedata,canvas,0.0,0.02,1
web-crawler,python,0.0,4.26,1
web-crawler,search,0.0,0.02,1
x509certificate2,c#,0.0,3.64,1
x509certificate2,.net,0.0,0.86,1
html-entities,php,0.0,3.05,1
html-entities,c#,0.0,3.64,1
html-entities,asp.net,0.0,0.39,1
android-datepicker,java,0.0,4.62,1
android-datepicker,android,0.0,3.02,2
ngrok,php,0.0,3.05,1
ngrok,ruby,0.0,0.42,1
wkwebview,swift,0.0,0.83,1
wkwebview,ios,0.0,1.69,1
clpfd,prolog,0.0,0.02,1
sicstus-prolog,prolog,0.0,0.02,1
websocket,java,0.02,4.62,3
websocket,c#,0.02,3.64,2
websocket,javascript,0.02,5.15,1
websocket,comments,0.02,0.02,2
filefilter,java,0.0,4.62,1
filefilter,c#,0.0,3.64,1
duplicates,r,0.0,0.56,1
listener,file,0.0,0.16,1
listener,java,0.0,4.62,1
bundler,ruby,0.01,0.42,2
wxpython,python,0.0,4.26,2
wxpython,sockets,0.0,0.06,1
os.path,python,0.0,4.26,1
pyc,git,0.0,0.68,1
shutil,python,0.0,4.26,1
copytree,python,0.0,4.26,1
jasmine,javascript,0.03,5.15,10
jasmine,typescript,0.03,0.59,1
jasmine,css,0.03,1.46,1
jasmine,angular,0.03,0.73,2
auto-increment,java,0.01,4.62,2
auto-increment,postgresql,0.01,0.32,1
flickr,mysql,0.0,0.79,1
nsuserdefaults,swift,0.0,0.83,1
nsuserdefaults,ios,0.0,1.69,1
nsuserdefaults,reset,0.0,0.0,1
zend-framework,php,0.03,3.05,11
zend-framework,c#,0.03,3.64,2
zend-framework,mysql,0.03,0.79,1
hashmap,windows,0.02,0.33,2
hashmap,java,0.02,4.62,3
hashmap,android,0.02,3.02,2
hashmap,javascript,0.02,5.15,1
hashmap,rust,0.02,0.14,2
hashmap,list,0.02,0.14,2
flex-lexer,c++,0.0,1.77,1
flex-lexer,string,0.0,0.39,1
uipickerview,swift,0.0,0.83,1
uipickerview,ios,0.0,1.69,1
dependencies,python,0.02,4.26,1
dependencies,android,0.02,3.02,3
dependencies,c#,0.02,3.64,2
dependencies,javascript,0.02,5.15,2
dependencies,sass,0.02,0.04,2
dependencies,pip,0.02,0.1,1
lucene.net,java,0.0,4.62,1
lucene,java,0.01,4.62,1
lucene,c#,0.01,3.64,1
lucene,join,0.01,0.01,1
jd-eclipse,java,0.0,4.62,1
jd-eclipse,eclipse,0.0,0.32,1
material-ui,php,0.03,3.05,2
material-ui,javascript,0.03,5.15,4
material-ui,css,0.03,1.46,1
material-ui,angular,0.03,0.73,1
material-ui,jss,0.03,0.01,3
particles,ios,0.0,1.69,1
jaxp,java,0.0,4.62,1
jquery-events,javascript,0.01,5.15,2
jquery-events,css,0.01,1.46,1
onclick,java,0.01,4.62,3
onclick,android,0.01,3.02,3
onclick,events,0.01,0.03,1
onclick,submit,0.01,0.0,1
resttemplate,java,0.01,4.62,3
resttemplate,spring,0.01,0.64,1
mod-rewrite,perl,0.0,0.07,1
decimal-point,java,0.0,4.62,1
decimal-point,android,0.0,3.02,1
angular7,c#,0.01,3.64,3
angular7,javascript,0.01,5.15,1
angular7,angular,0.01,0.73,3
rabbitmqctl,css,0.0,1.46,1
swi-prolog,list,0.01,0.14,1
swi-prolog,prolog,0.01,0.02,4
scipy,python,0.03,4.26,12
scipy,linux,0.03,0.58,1
scipy,mpi,0.03,0.01,1
asp.net-mvc-4,c#,0.02,3.64,7
android-lifecycle,android,0.01,3.02,5
android-lifecycle,security,0.01,0.06,1
compiler-construction,c++,0.0,1.77,1
coding-style,c++,0.01,1.77,2
coding-style,java,0.01,4.62,1
coding-style,oop,0.01,0.09,1
sublimetext,php,0.02,3.05,1
sublimetext,javascript,0.02,5.15,1
sublimetext,ruby,0.02,0.42,3
sublimetext,sass,0.02,0.04,1
sublimetext3,python,0.02,4.26,1
sublimetext3,javascript,0.02,5.15,1
sublimetext3,prolog,0.02,0.02,3
sublimetext3,go,0.02,0.21,2
ghc,javascript,0.0,5.15,1
ghc,haskell,0.0,0.14,2
ghc,types,0.0,0.03,1
entity-framework-core,c#,0.02,3.64,7
entity-framework-core,linq,0.02,0.1,1
access-token,windows,0.01,0.33,1
access-token,security,0.01,0.06,1
osx-lion,terminal,0.01,0.05,3
cordova-3,git,0.0,0.68,1
tkinter,python,0.06,4.26,23
tkinter,c,0.06,0.65,1
tkinter,linux,0.06,0.58,2
tkinter,windows,0.06,0.33,3
bluez,android,0.0,3.02,1
global-variables,python,0.0,4.26,2
global-variables,scope,0.0,0.01,1
lme4,r,0.0,0.56,1
sockjs,java,0.0,4.62,1
sockjs,spring,0.0,0.64,1
invalidation,android,0.0,3.02,1
scenekit,swift,0.01,0.83,3
scenekit,ios,0.01,1.69,3
hyperlink,file,0.02,0.16,1
hyperlink,php,0.02,3.05,3
hyperlink,anchor,0.02,0.01,3
html-encode,c#,0.0,3.64,1
stack-trace,string,0.01,0.39,2
stack-trace,java,0.01,4.62,2
stack-trace,objective-c,0.01,0.56,1
stack-trace,xcode,0.01,0.42,1
facebook-sdk-3.0,android,0.0,3.02,1
airflow,python,0.02,4.26,2
